Player Name,Opponent,Market,Odds,Trend Context,Linemate Percentage
Andrew Nembhard,OKL,Over 3.5 Rebounds,100,Hit in 4 of his last 4 games vs OKL,100%
Tyrese Haliburton,OKL,Under 25.5 PTS+AST,-118,Hit in 5 of his last 5 games vs OKL,100%
Tyrese Haliburton,OKL,Under 30.5 PTS+AST+REB,-112,Hit in 5 of his last 5 games vs OKL,100%
Tyrese Haliburton,OKL,Over 0.5 Blocks,-140,Hit in 4 of his last 4 games,100%
Kenny Williams,IND,Over 1.5 Rebounds,-105,Hit in 3 of his last 4 games,75%
Ben Sheppard,OKL,Over 4.5 PTS+AST+REB,-130,Hit in 5 of his last 5 home games,100%
Ben Sheppard,OKL,Over 1.5 Rebounds,-130,Hit in 5 of his last 5 home games,100%
Ben Sheppard,OKL,Over 0.5 3PTM,-115,Hit in 5 of his last 5 games vs OKL,100%
Ben Sheppard,OKL,Over 2.5 Points,-130,Hit in 6 of his last 6 games vs OKL,100%
T.J. McConnell,OKL,Over 10.5 PTS+AST,-130,Hit in 8 of his last 8 games vs OKL,100%
T.J. McConnell,OKL,Over 6.5 Points,-130,Hit in 8 of his last 8 games vs OKL,100%
T.J. McConnell,OKL,Over 0.5 3PTM,310,Hit in 4 of his last 4 games,100%
Thomas Bryant,OKL,Under 1.5 Rebounds,-108,Hit in 4 of his last 4 games vs OKL,100%
Isaiah Joe,IND,Under 0.5 Assists,-150,Hit in 5 of his last 5 games,100%
Isaiah Joe,IND,Under 1.5 Rebounds,-210,Hit in 4 of his last 4 games,100%
Luguentz Dort,IND,Under 1.5 Assists,-245,Hit in 5 of his last 5 games vs IND,100%
Luguentz Dort,IND,Under 1.5 Assists,-245,Hit in 5 of his last 5 games,100%
Jalen Williams,IND,Under 11.5 REB+AST,-144,Hit in 4 of his last 4 games vs IND,100%
Jalen Williams,IND,Under 26.5 PTS+AST,-118,Hit in 6 of his last 6 games vs IND,100%
Jalen Williams,IND,Under 27.5 PTS+REB,-125,Hit in 6 of his last 6 games vs IND,100%
Jalen Williams,IND,Under 32.5 PTS+AST+REB,-114,Hit in 6 of his last 6 games vs IND,100%
Jalen Williams,IND,Under 5.5 Rebounds,108,Hit in 4 of his last 4 games vs IND,100%
Jalen Williams,IND,Under 21.5 Points,-128,Hit in 6 of his last 6 games vs IND,100%
Jalen Williams,IND,Under 1.5 Steals,-168,Hit in 4 of his last 4 games vs IND,100%
Jalen Williams,IND,Under 0.5 Blocks,-175,Hit in 5 of his last 5 games vs IND,100%
Cason Wallace,IND,Over 0.5 Blocks,145,Hit in 4 of his last 4 games,100%
Cason Wallace,IND,Over 0.5 Blocks,145,Hit in 6 of his last 6 games vs IND,100%
Chet Holmgren,IND,Under 9.5 REB+AST,-114,Hit in 6 of his last 6 games,100%
Chet Holmgren,IND,Under 1.5 Assists,-186,Hit in 4 of his last 4 games,100%
Chet Holmgren,IND,Under 8.5 Rebounds,-148,Hit in 7 of his last 7 games,100%
Chet Holmgren,IND,Under 15.5 Points,-130,Hit in 4 of his last 4 games vs IND,100%
Alex Caruso,IND,Under 6.5 REB+AST,-152,Hit in 12 of his last 13 games,92%
Alex Caruso,IND,Under 3.5 Rebounds,-114,Hit in 8 of his last 9 games,89%
Andrew Nembhard,OKL,Under 0.5 Blocks,-375,Hit in 7 of his last 8 games,88%
Andrew Nembhard,OKL,Under 0.5 Blocks,-375,Hit in 7 of his last 8 games vs OKL,88%
Myles Turner,OKL,Under 5.5 Rebounds,-108,Hit in 7 of his last 8 games,88%
Pascal Siakam,OKL,Under 7.5 Rebounds,-138,Hit in 7 of his last 8 games,88%
Isaiah Joe,IND,Over 4.5 PTS+AST+REB,-125,Hit in 7 of his last 8 games vs IND,88%
Isaiah Joe,IND,Over 2.5 Points,-160,Hit in 7 of his last 8 games vs IND,88%
Luguentz Dort,IND,Over 9.5 PTS+AST,-108,Hit in 7 of his last 8 games vs IND,88%
Luguentz Dort,IND,Over 12.5 PTS+REB,100,Hit in 7 of his last 8 games vs IND,88%
Luguentz Dort,IND,Over 13.5 PTS+AST+REB,-104,Hit in 7 of his last 8 games vs IND,88%
Luguentz Dort,IND,Over 8.5 Points,-102,Hit in 7 of his last 8 games vs IND,88%
Jalen Williams,IND,Under 0.5 Blocks,-175,Hit in 7 of his last 8 games,88%
Kenny Williams,IND,Over 1.5 Points,-140,Hit in 7 of his last 8 away games,88%
Andrew Nembhard,OKL,Under 1.5 Steals,-220,Hit in 6 of his last 7 games vs OKL,86%
Tyrese Haliburton,OKL,Over 1.5 Steals,148,Hit in 6 of his last 7 games,86%
Ben Sheppard,OKL,Over 4.5 PTS+AST+REB,-130,Hit in 6 of his last 7 games,86%
Aaron Nesmith,OKL,Over 0.5 Assists,-155,Hit in 6 of his last 7 home games,86%
Obi Toppin,OKL,Under 1.5 3PTM,-172,Hit in 12 of his last 14 games,86%
Jalen Williams,IND,Under 5.5 Assists,-158,Hit in 6 of his last 7 games,86%
Alex Caruso,IND,Under 2.5 Assists,-136,Hit in 6 of his last 7 games,86%
Kenny Williams,IND,Over 1.5 Rebounds,-105,Hit in 6 of his last 7 games vs IND,86%
Bennedict Mathurin,OKL,Over 0.5 Assists,-160,Hit in 17 of his last 20 home games,85%
Isaiah Hartenstein,IND,Over 8.5 PTS+AST,-136,Hit in 17 of his last 20 away games,85%
Tyrese Haliburton,OKL,Under 22.5 PTS+REB,-118,Hit in 5 of his last 6 games vs OKL,83%
Ben Sheppard,OKL,Over 4.5 PTS+AST+REB,-130,Hit in 5 of his last 6 games vs OKL,83%
Ben Sheppard,OKL,Over 1.5 Rebounds,-130,Hit in 5 of his last 6 games,83%
Pascal Siakam,OKL,Under 1.5 3PTM,-225,Hit in 5 of his last 6 games vs OKL,83%
Isaiah Hartenstein,IND,Under 14.5 PTS+REB,-114,Hit in 5 of his last 6 games,83%
Isaiah Hartenstein,IND,Under 16.5 PTS+AST+REB,-112,Hit in 5 of his last 6 games,83%
Isaiah Joe,IND,Over 0.5 3PTM,-135,Hit in 5 of his last 6 games vs IND,83%
Luguentz Dort,IND,Over 1.5 3PTM,-205,Hit in 5 of his last 6 games vs IND,83%
Jalen Williams,IND,Under 1.5 3PTM,-108,Hit in 5 of his last 6 games vs IND,83%
Jalen Williams,IND,Under 1.5 Steals,-168,Hit in 5 of his last 6 games,83%
