Player Name,Opponent,Market,Odds,Trend Context,Linemate Percentage
Isaiah Joe,IND,Under 0.5 Assists,-105,Hit in 4 of his last 4 games,100%
Isaiah Joe,IND,Over 0.5 3PTM,-165,Hit in 5 of his last 5 games vs IND,100%
Isaiah Joe,IND,Over 3.5 Points,-118,Hit in 7 of his last 7 games vs IND,100%
Luguentz Dort,IND,Over 13.5 PTS+REB,-130,Hit in 7 of his last 7 games vs IND,100%
Luguentz Dort,IND,Over 9.5 Points,-130,Hit in 7 of his last 7 games vs IND,100%
Luguentz Dort,IND,Over 1.5 Steals,140,Hit in 5 of his last 5 home games,100%
Luguentz Dort,IND,Under 5.5 REB+AST,-140,Hit in 4 of his last 4 games,100%
Luguentz Dort,IND,Over 11.5 PTS+AST,-125,Hit in 7 of his last 7 games vs IND,100%
Luguentz Dort,IND,Under 1.5 Assists,-200,Hit in 4 of his last 4 games,100%
Luguentz Dort,IND,Under 1.5 Assists,-200,Hit in 4 of his last 4 games vs IND,100%
Luguentz Dort,IND,Over 15.5 PTS+AST+REB,-130,Hit in 7 of his last 7 games vs IND,100%
Jalen Williams,IND,Under 26.5 PTS+AST,-122,Hit in 5 of his last 5 games vs IND,100%
Jalen Williams,IND,Under 26.5 PTS+REB,-102,Hit in 5 of his last 5 games vs IND,100%
Jalen Williams,IND,Under 32.5 PTS+AST+REB,-120,Hit in 5 of his last 5 games vs IND,100%
Jalen Williams,IND,Under 20.5 Points,-102,Hit in 5 of his last 5 games vs IND,100%
Jalen Williams,IND,Under 0.5 Blocks,-160,Hit in 4 of his last 4 games vs IND,100%
Alex Caruso,IND,Over 6.5 REB+AST,116,Hit in 6 of his last 6 games vs IND,100%
Alex Caruso,IND,Over 3.5 Rebounds,100,Hit in 6 of his last 6 games vs IND,100%
Cason Wallace,IND,Under 5.5 REB+AST,-128,Hit in 5 of his last 5 games vs IND,100%
Cason Wallace,IND,Under 10.5 PTS+REB,-108,Hit in 4 of his last 4 games,100%
