Player Name,Opponent,Market,Odds,Trend Context,Linemate Percentage,Bet Hit,Actual Value
Mikal Bridges,IND,Over 3.5 Assists,-136,Hit in 8 of his last 8 games vs IND,100%,False,2.0
Mikal Bridges,IND,Under 1.5 Steals,-200,Hit in 4 of his last 4 games vs IND,100%,False,2.0
Mikal Bridges,IND,Over 0.5 Blocks,-185,Hit in 4 of his last 4 games,100%,False,0.0
Jalen Brunson,IND,Under 0.5 Blocks,-375,Hit in 5 of his last 5 games,100%,True,0.0
Jalen Brunson,IND,Under 0.5 Blocks,-375,Hit in 10 of his last 10 games vs IND,100%,True,0.0
OG Anunoby,IND,Under 6.5 REB+AST,114,Hit in 4 of his last 4 games vs IND,100%,True,6.0
OG Anunoby,IND,Over 1.5 Assists,-158,Hit in 4 of his last 4 games,100%,False,1.0
OG Anunoby,IND,Under 5.5 Rebounds,-172,Hit in 5 of his last 5 games vs IND,100%,True,5.0
Mitchell Robinson,IND,Over 0.5 Assists,125,Hit in 6 of his last 6 games vs IND,100%,False,0.0
Karl-Anthony Towns,IND,Over 35.5 PTS+REB,-106,Hit in 5 of his last 5 games vs IND,100%,False,31.0
Karl-Anthony Towns,IND,Over 1.5 3PTM,-160,Hit in 5 of his last 5 games vs IND,100%,True,2.0
Cameron Payne,IND,Over 0.5 Assists,-155,Hit in 8 of his last 8 games vs IND,100%,True,1.0
Cameron Payne,IND,Over 0.5 Rebounds,-110,Hit in 5 of his last 5 games vs IND,100%,False,0.0
Cameron Payne,IND,Over 0.5 3PTM,130,Hit in 4 of his last 4 games vs IND,100%,False,0.0
Cameron Payne,IND,Over 2.5 Points,100,Hit in 5 of his last 5 games vs IND,100%,False,0.0
Andrew Nembhard,NYK,Over 16.5 PTS+AST,-114,Hit in 5 of his last 5 away games,100%,True,18.0
Andrew Nembhard,NYK,Over 14.5 PTS+REB,-122,Hit in 5 of his last 5 away games,100%,True,19.0
Andrew Nembhard,NYK,Over 20.5 PTS+AST+REB,-102,Hit in 5 of his last 5 away games,100%,False,18.0
Andrew Nembhard,NYK,Over 11.5 Points,-104,Hit in 5 of his last 5 away games,100%,True,16.0
Andrew Nembhard,NYK,Under 0.5 Blocks,-400,Hit in 4 of his last 4 games vs NYK,100%,True,0.0
Tyrese Haliburton,NYK,Under 1.5 Steals,-200,Hit in 6 of his last 6 games,100%,False,2.0
Bennedict Mathurin,NYK,Under 0.5 Assists,140,Hit in 4 of his last 4 games,100%,False,1.0
Aaron Nesmith,NYK,Under 6.5 REB+AST,-136,Hit in 4 of his last 4 games vs NYK,100%,False,8.0
Aaron Nesmith,NYK,Over 14.5 PTS+AST,-102,Hit in 4 of his last 4 away games,100%,True,17.0
Aaron Nesmith,NYK,Over 17.5 PTS+REB,-118,Hit in 6 of his last 6 away games,100%,True,23.0
Aaron Nesmith,NYK,Over 19.5 PTS+AST+REB,-104,Hit in 4 of his last 4 away games,100%,False,17.0
Aaron Nesmith,NYK,Under 4.5 Rebounds,110,Hit in 4 of his last 4 games vs NYK,100%,False,7.0
Aaron Nesmith,NYK,Over 12.5 Points,-118,Hit in 6 of his last 6 away games,100%,True,16.0
Obi Toppin,NYK,Under 0.5 3PTM,160,Hit in 4 of his last 4 games vs NYK,100%,True,0.0
Pascal Siakam,NYK,Over 9.5 REB+AST,-132,Hit in 4 of his last 4 away games,100%,False,8.0
Pascal Siakam,NYK,Over 3.5 Assists,142,Hit in 5 of his last 5 away games,100%,False,3.0
Thomas Bryant,NYK,Over 3.5 Points,100,Hit in 5 of his last 5 games vs NYK,100%,False,0.0
Miles McBride,IND,Under 1.5 Assists,-120,Hit in 11 of his last 12 games,92%,False,2.0
