Player Name,Opponent,Market,Odds,Trend Context,Linemate Percentage
Andrew Nembhard,OKL,Under 8.5 REB+AST,-138,Hit in 4 of his last 4 games,100%
Andrew Nembhard,OKL,Under 8.5 REB+AST,-138,Hit in 4 of his last 4 games vs OKL,100%
Andrew Nembhard,OKL,Under 15.5 PTS+AST,-112,Hit in 4 of his last 4 games,100%
Andrew Nembhard,OKL,Under 15.5 PTS+AST,-112,Hit in 4 of his last 4 games vs OKL,100%
Andrew Nembhard,OKL,Under 4.5 Assists,-102,Hit in 4 of his last 4 games,100%
Andrew Nembhard,OKL,Under 4.5 Assists,-102,Hit in 4 of his last 4 games vs OKL,100%
Andrew Nembhard,OKL,Under 19.5 PTS+AST+REB,-130,Hit in 4 of his last 4 games,100%
Andrew Nembhard,OKL,Under 19.5 PTS+AST+REB,-130,Hit in 4 of his last 4 games vs OKL,100%
Tyrese Haliburton,OKL,Over 6.5 Assists,-132,Hit in 5 of his last 5 home games,100%
Tyrese Haliburton,OKL,Over 13.5 Points,-106,Hit in 5 of his last 5 home games,100%
Tyrese Haliburton,OKL,Over 21.5 PTS+AST,-110,Hit in 5 of his last 5 home games,100%
Tyrese Haliburton,OKL,Over 18.5 PTS+REB,-105,Hit in 5 of his last 5 home games,100%
Tyrese Haliburton,OKL,Over 25.5 PTS+AST+REB,-125,Hit in 5 of his last 5 home games,100%
Myles Turner,OKL,Under 1.5 3PTM,-138,Hit in 4 of his last 4 games,100%
Myles Turner,OKL,Under 1.5 3PTM,-138,Hit in 4 of his last 4 games vs OKL,100%
Pascal Siakam,OKL,Over 0.5 Blocks,-136,Hit in 6 of his last 6 games,100%
Pascal Siakam,OKL,Over 0.5 Blocks,-136,Hit in 6 of his last 6 games vs OKL,100%
Pascal Siakam,OKL,Over 0.5 Blocks,-136,Hit in 4 of his last 4 home games,100%
Pascal Siakam,OKL,Over 0.5 Steals,-225,Hit in 4 of his last 4 home games,100%
Bennedict Mathurin,OKL,Over 0.5 3PTM,-172,Hit in 4 of his last 4 games,100%
Bennedict Mathurin,OKL,Over 0.5 3PTM,-172,Hit in 4 of his last 4 games vs OKL,100%
Isaiah Hartenstein,IND,Under 12.5 PTS+REB,-125,Hit in 4 of his last 4 games,100%
Isaiah Hartenstein,IND,Under 12.5 PTS+REB,-125,Hit in 4 of his last 4 games vs IND,100%
Isaiah Hartenstein,IND,Under 5.5 Points,-122,Hit in 4 of his last 4 games vs IND,100%
Isaiah Hartenstein,IND,Under 5.5 Points,-122,Hit in 4 of his last 4 games,100%
Jalen Williams,IND,Under 10.5 REB+AST,-130,Hit in 5 of his last 5 games,100%
Jalen Williams,IND,Under 10.5 REB+AST,-130,Hit in 7 of his last 7 games vs IND,100%
Jalen Williams,IND,Under 1.5 Steals,-186,Hit in 6 of his last 6 games,100%
Jalen Williams,IND,Under 1.5 Steals,-186,Hit in 7 of his last 7 games vs IND,100%
Jalen Williams,IND,Under 0.5 Blocks,-200,Hit in 5 of his last 5 games,100%
Jalen Williams,IND,Under 0.5 Blocks,-200,Hit in 8 of his last 8 games vs IND,100%
Kenny Williams,IND,Under 0.5 3PTM,-325,Hit in 5 of his last 5 games vs IND,100%
Kenny Williams,IND,Under 0.5 3PTM,-325,Hit in 6 of his last 6 games,100%
Aaron Wiggins,IND,Over 0.5 Assists,-210,Hit in 4 of his last 4 away games,100%
Shai Gilgeous-Alexander,IND,Under 1.5 3PTM,-122,Hit in 4 of his last 4 games vs IND,100%
