Player Name,Opponent,Market,Odds,Trend Context,Linemate Percentage
Andrew Nembhard,NYK,Under 8.5 REB+AST,-140,Hit in 4 of his last 4 games vs NYK,100%
Andrew Nembhard,NYK,Under 4.5 Assists,100,Hit in 4 of his last 4 games vs NYK,100%
Andrew Nembhard,NYK,Under 0.5 Blocks,-375,Hit in 5 of his last 5 games vs NYK,100%
Tyrese Haliburton,NYK,Under 0.5 Blocks,-110,Hit in 5 of his last 5 games vs NYK,100%
Ben Sheppard,NYK,Under 1.5 Rebounds,-155,Hit in 5 of his last 5 games vs NYK,100%
Bennedict Mathurin,NYK,Under 0.5 3PTM,-115,Hit in 4 of his last 4 games,100%
Obi Toppin,NYK,Under 0.5 3PTM,144,Hit in 5 of his last 5 games vs NYK,100%
Myles Turner,NYK,Over 14.5 Points,-104,Hit in 5 of his last 5 home games,100%
T.J. McConnell,NYK,Over 9.5 PTS+REB,-125,Hit in 6 of his last 6 home games,100%
T.J. McConnell,NYK,Over 13.5 PTS+AST+REB,-114,Hit in 6 of his last 6 home games,100%
Mikal Bridges,IND,Over 8.5 REB+AST,112,Hit in 4 of his last 4 games vs IND,100%
Mikal Bridges,IND,Over 4.5 Rebounds,-112,Hit in 4 of his last 4 games vs IND,100%
Mikal Bridges,IND,Under 1.5 3PTM,-122,Hit in 4 of his last 4 games vs IND,100%
OG Anunoby,IND,Under 6.5 REB+AST,105,Hit in 5 of his last 5 games vs IND,100%
Karl-Anthony Towns,IND,Over 1.5 3PTM,-152,Hit in 6 of his last 6 games vs IND,100%
Jason Hart,IND,Over 13.5 PTS+AST,-102,Hit in 10 of his last 10 away games,100%
Jason Hart,IND,Over 16.5 PTS+REB,-122,Hit in 10 of his last 10 away games,100%
Jason Hart,IND,Over 21.5 PTS+AST+REB,-114,Hit in 10 of his last 10 away games,100%
Jason Hart,IND,Over 0.5 3PTM,-174,Hit in 5 of his last 5 away games,100%
Jason Hart,IND,Over 8.5 Points,-112,Hit in 5 of his last 5 away games,100%
Cameron Payne,IND,Over 0.5 Assists,-185,Hit in 9 of his last 9 games vs IND,100%
Cameron Payne,IND,Under 0.5 3PTM,-250,Hit in 12 of his last 13 games,92%
Bennedict Mathurin,NYK,Over 9.5 PTS+REB,-110,Hit in 10 of his last 11 games vs NYK,91%
Cameron Payne,IND,Under 2.5 Points,-155,Hit in 10 of his last 11 games,91%
Bennedict Mathurin,NYK,Over 6.5 Points,-138,Hit in 18 of his last 20 home games,90%
Bennedict Mathurin,NYK,Over 0.5 Assists,-150,Hit in 18 of his last 20 home games,90%
Miles McBride,IND,Over 6.5 Points,-114,Hit in 9 of his last 10 games vs IND,90%
Ben Sheppard,NYK,Over 2.5 Points,-125,Hit in 8 of his last 9 games vs NYK,89%
Myles Turner,NYK,Over 1.5 Blocks,-178,Hit in 8 of his last 9 games vs NYK,89%
T.J. McConnell,NYK,Over 11.5 PTS+AST,-108,Hit in 8 of his last 9 games vs NYK,89%
Mikal Bridges,IND,Over 3.5 Assists,-104,Hit in 8 of his last 9 games vs IND,89%
Mitchell Robinson,IND,Under 15.5 PTS+REB,-130,Hit in 8 of his last 9 games,89%
Mitchell Robinson,IND,Under 1.5 Blocks,-245,Hit in 8 of his last 9 games,89%
Mitchell Robinson,IND,Under 16.5 PTS+AST+REB,-132,Hit in 8 of his last 9 games,89%
Bennedict Mathurin,NYK,Over 9.5 PTS+REB,-110,Hit in 15 of his last 17 home games,88%
Bennedict Mathurin,NYK,Over 10.5 PTS+AST+REB,-125,Hit in 15 of his last 17 home games,88%
Tyrese Haliburton,NYK,Under 1.5 Steals,-200,Hit in 14 of his last 16 games,88%
Pascal Siakam,NYK,Under 0.5 Blocks,-165,Hit in 7 of his last 8 games,88%
T.J. McConnell,NYK,Under 2.5 Rebounds,-175,Hit in 7 of his last 8 games vs NYK,88%
Karl-Anthony Towns,IND,Under 1.5 Assists,-125,Hit in 7 of his last 8 games,88%
T.J. McConnell,NYK,Over 13.5 PTS+AST+REB,-114,Hit in 6 of his last 7 games vs NYK,86%
