Player Name,Opponent,Market,Odds,Trend Context,Linemate Percentage
Tyrese Maxey,OKL,Over 32.5 PTS+AST,-106,Hit in 4 of his last 4 games,100%
Tyrese Maxey,OKL,Over 32.5 PTS+AST,-106,Hit in 4 of his last 4 home games,100%
Tyrese Maxey,OKL,Over 30.5 PTS+REB,-104,Hit in 4 of his last 4 games,100%
Tyrese Maxey,OKL,Over 30.5 PTS+REB,-104,Hit in 4 of his last 4 home games,100%
Tyrese Maxey,OKL,Over 5.5 Assists,-115,Hit in 5 of his last 5 home games,100%
Tyrese Maxey,OKL,Over 26.5 Points,-104,Hit in 4 of his last 4 games,100%
Tyrese Maxey,OKL,Over 26.5 Points,-104,Hit in 4 of his last 4 home games,100%
Paul George,OKL,Over 11.5 REB+AST,-120,Hit in 4 of his last 4 home games,100%
Paul George,OKL,Over 4.5 Assists,-108,Hit in 4 of his last 4 games,100%
Paul George,OKL,Over 6.5 Rebounds,-148,Hit in 4 of his last 4 home games,100%
Paul George,OKL,Over 2.5 3PTM,-138,Hit in 6 of his last 6 games,100%
Isaiah Hartenstein,PHI,Under 14.5 REB+AST,-104,Hit in 11 of his last 11 games vs PHI,100%
Isaiah Hartenstein,PHI,Under 11.5 Rebounds,-138,Hit in 11 of his last 11 games vs PHI,100%
Davion Mitchell,IND,Under 27.5 PTS+AST,-111,Hit in 4 of his last 4 games,100%
Davion Mitchell,IND,Under 26.5 PTS+REB,-104,Hit in 4 of his last 4 games,100%
Davion Mitchell,IND,Under 31.5 PTS+AST+REB,-111,Hit in 4 of his last 4 games,100%
Davion Mitchell,IND,Under 3.5 3PTM,-132,Hit in 4 of his last 4 games,100%
Davion Mitchell,IND,Under 23.5 Points,-125,Hit in 4 of his last 4 games,100%
Darius Garland,IND,Under 23.5 PTS+REB,-108,Hit in 5 of his last 5 games vs IND,100%
Darius Garland,IND,Over 6.5 Assists,-130,Hit in 4 of his last 4 away games,100%
Darius Garland,IND,Under 30.5 PTS+AST+REB,-106,Hit in 5 of his last 5 games vs IND,100%
Darius Garland,IND,Under 21.5 Points,-122,Hit in 5 of his last 5 games vs IND,100%
Dean Wade,IND,Over 11.5 PTS+REB,-111,Hit in 4 of his last 4 away games,100%
Dean Wade,IND,Under 6.5 Points,-113,Hit in 5 of his last 5 games vs IND,100%
Caris LeVert,IND,Over 3.5 Rebounds,130,Hit in 5 of his last 5 games vs IND,100%
Eric Mobley,IND,Under 1.5 3PTM,-210,Hit in 8 of his last 8 games vs IND,100%
Georges Niang,IND,Over 6.5 Points,-113,Hit in 6 of his last 6 games vs IND,100%
Ben Sheppard,CLE,Under 7.5 Points,-113,Hit in 4 of his last 4 games,100%
Ben Sheppard,CLE,Under 1.5 3PTM,-129,Hit in 4 of his last 4 games,100%
Ben Sheppard,CLE,Under 9.5 PTS+AST,-137,Hit in 4 of his last 4 games,100%
Pascal Siakam,CLE,Under 3.5 Assists,-138,Hit in 4 of his last 4 games,100%
Pascal Siakam,CLE,Under 3.5 Assists,-138,Hit in 4 of his last 4 games vs CLE,100%
Bennedict Mathurin,CLE,Under 21.5 PTS+AST,-113,Hit in 5 of his last 5 games vs CLE,100%
T.J. McConnell,CLE,Under 0.5 3PTM,-314,Hit in 9 of his last 9 games,100%
T.J. McConnell,CLE,Under 0.5 3PTM,-314,Hit in 6 of his last 6 games vs CLE,100%
T.J. McConnell,CLE,Under 19.5 PTS+AST+REB,-122,Hit in 11 of his last 11 games,100%
T.J. McConnell,CLE,Under 16.5 PTS+AST,-128,Hit in 10 of his last 10 games,100%
Obi Toppin,CLE,Under 1.5 3PTM,-174,Hit in 5 of his last 5 games,100%
Obi Toppin,CLE,Under 1.5 3PTM,-174,Hit in 5 of his last 5 games vs CLE,100%
Dean Wade,IND,Over 11.5 PTS+AST+REB,-137,Hit in 10 of his last 10 games,100%
Dean Wade,IND,Over 11.5 PTS+AST+REB,-137,Hit in 4 of his last 4 away games,100%
Caris LeVert,IND,Under 1.5 3PTM,-184,Hit in 4 of his last 4 games vs IND,100%
Georges Niang,IND,Under 3.5 Rebounds,-174,Hit in 8 of his last 8 games,100%
Caleb Martin,OKL,Over 6.5 REB+AST,-148,Hit in 4 of his last 4 games,100%
Isaiah Joe,PHI,Over 2.5 Rebounds,-137,Hit in 4 of his last 4 games vs PHI,100%
Alex Caruso,PHI,Over 5.5 Points,-113,Hit in 4 of his last 4 games vs PHI,100%
Alex Caruso,PHI,Over 8.5 PTS+REB,-117,Hit in 4 of his last 4 games vs PHI,100%
Alex Caruso,PHI,Over 11.5 PTS+AST+REB,-106,Hit in 4 of his last 4 games vs PHI,100%
Alex Caruso,PHI,Over 11.5 PTS+AST+REB,-106,Hit in 4 of his last 4 away games,100%
Alex Caruso,PHI,Over 8.5 PTS+AST,-109,Hit in 4 of his last 4 games vs PHI,100%
Alex Caruso,PHI,Over 8.5 PTS+AST,-109,Hit in 4 of his last 4 away games,100%
Cason Wallace,PHI,Under 3.5 Rebounds,-138,Hit in 4 of his last 4 games,100%
Aaron Wiggins,PHI,Over 12.5 PTS+AST+REB,-125,Hit in 6 of his last 6 games,100%
Aaron Wiggins,PHI,Over 12.5 PTS+AST+REB,-125,Hit in 4 of his last 4 away games,100%
