Player Name,Opponent,Market,Odds,Trend Context,Linemate Percentage,Bet Hit,Actual Value
Joel Embiid,IND,Under 1.5 3PTM,-122,Hit in 5 of his last 5 games,100%,True,1.0
Joel Embiid,IND,Over 28.5 Points,-125,Hit in 5 of his last 5 games vs IND,100%,False,14.0
Andrew Nembhard,PHI,Under 4.5 Assists,-128,Hit in 4 of his last 4 games,100%,False,7.0
Andrew Nembhard,PHI,Under 2.5 Rebounds,-132,Hit in 5 of his last 5 games vs PHI,100%,False,4.0
Guerschon Yabusele,IND,Over 5.5 Rebounds,-128,Hit in 6 of his last 8 games,75%,False,1.0
Tyrese Haliburton,PHI,Under 12.5 REB+AST,-132,Hit in 6 of his last 6 games,100%,False,14.0
Tyrese Haliburton,PHI,Over 20.5 PTS+REB,-113,Hit in 6 of his last 6 games vs PHI,100%,True,49.0
Tyrese Haliburton,PHI,Under 8.5 Assists,-128,Hit in 6 of his last 6 games,100%,False,11.0
Tyrese Haliburton,PHI,Over 2.5 3PTM,-148,Hit in 4 of his last 4 games vs PHI,100%,True,7.0
Tyrese Haliburton,PHI,Over 17.5 Points,102,Hit in 4 of his last 4 games vs PHI,100%,True,46.0
Myles Turner,PHI,Over 1.5 Assists,126,Hit in 4 of his last 4 away games,100%,True,2.0
Pascal Siakam,PHI,Over 2.5 Assists,-125,Hit in 9 of his last 9 games vs PHI,100%,True,3.0
Bennedict Mathurin,PHI,Under 23.5 PTS+REB,-122,Hit in 7 of his last 7 games vs PHI,100%,True,22.0
Bennedict Mathurin,PHI,Under 5.5 Rebounds,-104,Hit in 7 of his last 7 games vs PHI,100%,False,7.0
Bennedict Mathurin,PHI,Under 1.5 3PTM,-132,Hit in 4 of his last 4 games,100%,True,1.0
Bennedict Mathurin,PHI,Under 16.5 Points,-102,Hit in 5 of his last 5 games vs PHI,100%,True,15.0
Bennedict Mathurin,PHI,Under 24.5 P+A+R,-121,Hit in 5 of his last 5 games vs PHI,100%,False,26.0
T.J. McConnell,PHI,Under 2.5 Rebounds,120,Hit in 4 of his last 4 games,100%,True,2.0
Obi Toppin,PHI,Over 13.5 PTS+REB,-118,Hit in 5 of his last 5 games,100%,True,32.0
Obi Toppin,PHI,Over 13.5 PTS+REB,-118,Hit in 4 of his last 4 games vs PHI,100%,True,32.0
Obi Toppin,PHI,Over 13.5 PTS+REB,-118,Hit in 4 of his last 4 away games,100%,True,32.0
Obi Toppin,PHI,Over 3.5 Rebounds,-160,Hit in 5 of his last 5 away games,100%,True,8.0
Obi Toppin,PHI,Over 9.5 Points,-113,Hit in 5 of his last 5 games,100%,True,24.0
Obi Toppin,PHI,Over 9.5 Points,-113,Hit in 4 of his last 4 games vs PHI,100%,True,24.0
Obi Toppin,PHI,Over 9.5 Points,-113,Hit in 4 of his last 4 away games,100%,True,24.0
Obi Toppin,PHI,Under 1.5 Assists,-117,Hit in 4 of his last 4 games vs PHI,100%,False,3.0
Obi Toppin,PHI,Over 15.5 P+A+R,-106,Hit in 5 of his last 5 games,100%,True,35.0
Obi Toppin,PHI,Over 15.5 P+A+R,-106,Hit in 4 of his last 4 games vs PHI,100%,True,35.0
Obi Toppin,PHI,Over 15.5 P+A+R,-106,Hit in 4 of his last 4 away games,100%,True,35.0
Jarrett Allen,WAS,Under 25.5 PTS+REB,-113,Hit in 6 of his last 6 games,100%,False,32.0
Darius Garland,WAS,Under 9.5 REB+AST,-136,Hit in 4 of his last 4 games vs WAS,100%,False,13.0
Darius Garland,WAS,Under 5.5 Assists,124,Hit in 4 of his last 4 games,100%,False,8.0
Darius Garland,WAS,Under 31.5 P+A+R,-122,Hit in 4 of his last 4 games vs WAS,100%,False,43.0
Darius Garland,WAS,Under 2.5 Rebounds,112,Hit in 4 of his last 4 games vs WAS,100%,False,5.0
Isaac Okoro,WAS,Over 1.5 Assists,-154,Hit in 5 of his last 5 home games,100%,False,1.0
Bilal Coulibaly,CLE,Over 2.5 Assists,-150,Hit in 5 of his last 5 games,100%,True,5.0
Bilal Coulibaly,CLE,Over 2.5 Assists,-150,Hit in 5 of his last 5 away games,100%,True,5.0
Tyrese Maxey,IND,Over 1.5 Steals,-113,Hit in 7 of his last 7 home games,100%,False,1.0
Joel Embiid,IND,Over 33.5 PTS+AST,-115,Hit in 5 of his last 5 games vs IND,100%,False,19.0
Myles Turner,PHI,Over 14.5 PTS+AST,-113,Hit in 5 of his last 5 games vs PHI,100%,False,9.0
Bennedict Mathurin,PHI,Under 7.5 REB+AST,-129,Hit in 4 of his last 4 games,100%,False,11.0
Bennedict Mathurin,PHI,Under 18.5 PTS+AST,-121,Hit in 5 of his last 5 games vs PHI,100%,False,19.0
T.J. McConnell,PHI,Under 0.5 3PTM,-374,Hit in 8 of his last 8 games vs PHI,100%,True,0.0
Obi Toppin,PHI,Over 5.5 REB+AST,-109,Hit in 5 of his last 5 away games,100%,True,11.0
Obi Toppin,PHI,Over 11.5 PTS+AST,-106,Hit in 5 of his last 5 games,100%,True,27.0
Obi Toppin,PHI,Over 11.5 PTS+AST,-106,Hit in 4 of his last 4 games vs PHI,100%,True,27.0
Obi Toppin,PHI,Over 11.5 PTS+AST,-106,Hit in 4 of his last 4 away games,100%,True,27.0
Tyrese Maxey,IND,Under 5.5 Assists,110,Hit in 4 of his last 4 games vs IND,100%,True,2.0
Paul George,IND,Over 9.5 REB+AST,-138,Hit in 4 of his last 4 home games,100%,False,7.0
Tyrese Haliburton,PHI,Over 1.5 Turnovers,-200,Hit in 9 of his last 9 games,100%,True,2.0
Tyrese Haliburton,PHI,Over 1.5 Turnovers,-200,Hit in 4 of his last 4 away games,100%,True,2.0
Jarrett Allen,WAS,Under 15.5 PTS+AST,-129,Hit in 6 of his last 6 games,100%,False,23.0
Tyrese Maxey,IND,Over 0.5 Blocks,230,Hit in 4 of his last 4 games vs IND,100%,True,1.0
Tyrese Maxey,IND,Over 1.5 STL+BLK,-200,Hit in 9 of his last 9 home games,100%,True,2.0
Joel Embiid,IND,Under 2.5 STL+BLK,-175,Hit in 6 of his last 6 games,100%,True,0.0
Andrew Nembhard,PHI,Over 0.5 Steals,-200,Hit in 5 of his last 5 games,100%,False,0.0
Andrew Nembhard,PHI,Over 0.5 STL+BLK,-250,Hit in 5 of his last 5 games,100%,False,0.0
Myles Turner,PHI,Over 0.5 Steals,-140,Hit in 4 of his last 4 games vs PHI,100%,False,0.0
Pascal Siakam,PHI,Under 1.5 STL+BLK,-185,Hit in 9 of his last 9 games vs PHI,100%,False,2.0
Bennedict Mathurin,PHI,Under 0.5 Steals,105,Hit in 5 of his last 5 games vs PHI,100%,False,2.0
Bennedict Mathurin,PHI,Under 1.5 STL+BLK,-225,Hit in 7 of his last 7 games vs PHI,100%,False,2.0
T.J. McConnell,PHI,Over 11.5 Points,-122,Hit in 6 of his last 6 games,100%,False,11.0
T.J. McConnell,PHI,Over 11.5 Points,-122,Hit in 6 of his last 6 away games,100%,False,11.0
T.J. McConnell,PHI,Over 14.5 PTS+REB,-125,Hit in 5 of his last 5 games,100%,False,13.0
T.J. McConnell,PHI,Over 14.5 PTS+REB,-125,Hit in 4 of his last 4 away games,100%,False,13.0
Obi Toppin,PHI,Over 0.5 Turnovers,-165,Hit in 4 of his last 4 away games,100%,False,0.0
Obi Toppin,PHI,Over 0.5 STL+BLK,-225,Hit in 5 of his last 5 games,100%,True,3.0
Obi Toppin,PHI,Over 0.5 STL+BLK,-225,Hit in 5 of his last 5 away games,100%,True,3.0
Jarrett Allen,WAS,Over 0.5 Turnovers,-250,Hit in 4 of his last 4 home games,100%,True,1.0
Darius Garland,WAS,Over 1.5 Turnovers,-200,Hit in 4 of his last 4 games vs WAS,100%,True,4.0
Darius Garland,WAS,Under 0.5 Blocks,-350,Hit in 6 of his last 6 games vs WAS,100%,True,0.0
Darius Garland,WAS,Under 1.5 STL+BLK,-155,Hit in 8 of his last 8 games,100%,False,2.0
Isaac Okoro,WAS,Over 0.5 Steals,-155,Hit in 7 of his last 7 games vs WAS,100%,True,1.0
Isaac Okoro,WAS,Over 1.5 STL+BLK,130,Hit in 4 of his last 4 games vs WAS,100%,True,2.0
Bilal Coulibaly,CLE,Under 0.5 Blocks,-130,Hit in 4 of his last 4 games vs CLE,100%,False,2.0
Bilal Coulibaly,CLE,Over 1.5 STL+BLK,-160,Hit in 5 of his last 5 games,100%,True,2.0
Bilal Coulibaly,CLE,Over 1.5 STL+BLK,-160,Hit in 4 of his last 4 away games,100%,True,2.0
Carlton Carrington,CLE,Under 0.5 Blocks,-400,Hit in 7 of his last 7 games,100%,False,1.0
Jordan Poole,CLE,Under 0.5 Blocks,-300,Hit in 4 of his last 4 games,100%,False,1.0
Jordan Poole,CLE,Under 0.5 Blocks,-300,Hit in 4 of his last 4 games vs CLE,100%,False,1.0
Paul George,IND,Over 26.5 P+A+R,-122,Hit in 6 of his last 6 home games,100%,False,26.0
T.J. McConnell,PHI,Over 15.5 PTS+AST,-125,Hit in 5 of his last 5 games,100%,False,15.0
T.J. McConnell,PHI,Over 15.5 PTS+AST,-125,Hit in 7 of his last 7 away games,100%,False,15.0
Jarrett Allen,WAS,Under 14.5 Points,-125,Hit in 6 of his last 6 games,100%,False,21.0
Bilal Coulibaly,CLE,Over 7.5 REB+AST,-142,Hit in 4 of his last 4 games,100%,True,11.0
Coby White,CHA,Over 8.5 REB+AST,-115,Hit in 5 of his last 5 games vs CHA,100%,False,3.0
Coby White,CHA,Over 8.5 REB+AST,-115,Hit in 5 of his last 5 home games,100%,False,3.0
Coby White,CHA,Over 23.5 PTS+AST,-113,Hit in 4 of his last 4 games vs CHA,100%,False,23.0
Coby White,CHA,Over 22.5 PTS+REB,-122,Hit in 4 of his last 4 games vs CHA,100%,True,24.0
Coby White,CHA,Over 4.5 Assists,-104,Hit in 5 of his last 5 games vs CHA,100%,False,1.0
Coby White,CHA,Over 27.5 P+A+R,-115,Hit in 4 of his last 4 games vs CHA,100%,False,25.0
Coby White,CHA,Over 3.5 Rebounds,-146,Hit in 6 of his last 6 games vs CHA,100%,False,2.0
Coby White,CHA,Over 3.5 Rebounds,-146,Hit in 5 of his last 5 home games,100%,False,2.0
Coby White,CHA,Over 18.5 Points,-115,Hit in 4 of his last 4 games vs CHA,100%,True,22.0
Zach LaVine,CHA,Under 27.5 PTS+AST,-118,Hit in 6 of his last 6 games vs CHA,100%,True,18.0
Zach LaVine,CHA,Under 27.5 PTS+REB,-113,Hit in 6 of his last 6 games vs CHA,100%,True,19.0
Zach LaVine,CHA,Under 3.5 3PTM,-136,Hit in 6 of his last 6 games vs CHA,100%,True,1.0
Nick Richards,CHI,Under 1.5 Assists,-204,Hit in 6 of his last 6 games vs CHI,100%,True,0.0
Nick Richards,CHI,Under 21.5 P+A+R,-117,Hit in 6 of his last 6 games vs CHI,100%,True,7.0
Nick Richards,CHI,Under 10.5 Points,-113,Hit in 6 of his last 6 games vs CHI,100%,True,2.0
Julius Randle,LAL,Under 31.5 P+A+R,-108,Hit in 5 of his last 5 games,100%,True,29.0
Julius Randle,LAL,Over 1.5 3PTM,-115,Hit in 4 of his last 4 games,100%,False,0.0
Rudy Gobert,LAL,Over 22.5 PTS+REB,-122,Hit in 8 of his last 8 games vs LAL,100%,True,25.0
Rudy Gobert,LAL,Over 11.5 Rebounds,-128,Hit in 5 of his last 5 games vs LAL,100%,True,13.0
Rudy Gobert,LAL,Over 10.5 Points,-122,Hit in 8 of his last 8 games vs LAL,100%,True,12.0
Rudy Gobert,LAL,Under 1.5 Blocks,-164,Hit in 4 of his last 4 games vs LAL,100%,True,1.0
Rudy Gobert,LAL,Over 0.5 Double Double,-125,Hit in 8 of his last 8 games vs LAL,100%,True,1.0
Mike Conley,LAL,Under 15.5 PTS+AST,-125,Hit in 4 of his last 4 games vs LAL,100%,True,9.0
Mike Conley,LAL,Under 13.5 PTS+REB,-122,Hit in 4 of his last 4 games vs LAL,100%,True,6.0
Mike Conley,LAL,Under 18.5 P+A+R,-128,Hit in 4 of his last 4 games vs LAL,100%,True,13.0
Mike Conley,LAL,Over 2.5 Rebounds,-138,Hit in 5 of his last 5 games vs LAL,100%,True,4.0
Mike Conley,LAL,Under 10.5 Points,-122,Hit in 4 of his last 4 games vs LAL,100%,True,2.0
Jaden McDaniels,LAL,Under 1.5 3PTM,-210,Hit in 5 of his last 5 games vs LAL,100%,False,2.0
Austin Reaves,MIN,Under 4.5 Assists,-104,Hit in 4 of his last 4 games vs MIN,100%,False,5.0
