Player Name,Opponent,Market,Odds,Trend Context,Linemate Percentage
Luka Dončić,CHA,Over 13.5 REB+AST,-129,Hit in 4 of his last 4 games vs CHA,100%
Luka Dončić,CHA,Over 31.5 PTS+REB,-117,Hit in 4 of his last 4 games vs CHA,100%
Luka Dončić,CHA,Over 31.5 PTS+AST,-113,Hit in 4 of his last 4 games vs CHA,100%
Luka Dončić,CHA,Over 0.5 Double Double,210,Hit in 4 of his last 4 games vs CHA,100%
Luka Dončić,CHA,Over 38.5 PTS+AST+REB,-113,Hit in 4 of his last 4 games vs CHA,100%
Luka Dončić,CHA,Over 6.5 Assists,-145,Hit in 4 of his last 4 games vs CHA,100%
Luka Dončić,CHA,Over 6.5 Rebounds,-149,Hit in 4 of his last 4 games vs CHA,100%
LeBron James,CHA,Over 30.5 PTS+REB,-125,Hit in 5 of his last 5 home games,100%
LeBron James,CHA,Under 2.5 3PTM,-156,Hit in 4 of his last 4 games vs CHA,100%
LeBron James,CHA,Over 2.5 Turnovers,-145,Hit in 5 of his last 5 games,100%
LeBron James,CHA,Under 1.5 Steals,-250,Hit in 5 of his last 5 games vs CHA,100%
Jarvis Hayes,CHA,Under 13.5 PTS+REB,-106,Hit in 4 of his last 4 games vs CHA,100%
Jarvis Hayes,CHA,Under 15.5 PTS+AST+REB,-117,Hit in 4 of his last 4 games vs CHA,100%
Jarvis Hayes,CHA,Under 5.5 Rebounds,-130,Hit in 4 of his last 4 games vs CHA,100%
Jarvis Hayes,CHA,Under 6.5 REB+AST,105,Hit in 4 of his last 4 games vs CHA,100%
Jarvis Hayes,CHA,Under 1.5 Assists,-185,Hit in 4 of his last 4 games vs CHA,100%
Jarvis Hayes,CHA,Under 0.5 Turnovers,115,Hit in 4 of his last 4 games,100%
Rui Hachimura,CHA,Over 5.5 REB+AST,-125,Hit in 4 of his last 4 home games,100%
Rui Hachimura,CHA,Under 0.5 Blocks,-220,Hit in 5 of his last 5 games,100%
Austin Reaves,CHA,Over 24.5 PTS+REB,-113,Hit in 4 of his last 4 home games,100%
Austin Reaves,CHA,Over 25.5 PTS+AST,-122,Hit in 6 of his last 6 games,100%
Austin Reaves,CHA,Over 25.5 PTS+AST,-122,Hit in 4 of his last 4 home games,100%
Austin Reaves,CHA,Over 19.5 Points,-118,Hit in 4 of his last 4 home games,100%
