Player Name,Opponent,Market,Odds,Trend Context,Linemate Percentage,Bet Hit,Actual Value
Tyrese Maxey,ORL,Over 4.5 Assists,-142,Hit in 4 of his last 4 games,100%,False,2.0
Anthony Black,PHI,Under 0.5 3PTM,-106,Hit in 5 of his last 5 games,100%,True,0.0
Goga Bitadze,PHI,Under 17.5 P+A+R,-113,Hit in 6 of his last 6 games vs PHI,100%,True,15.0
Goga Bitadze,PHI,Under 6.5 Rebounds,108,Hit in 6 of his last 6 games vs PHI,100%,True,4.0
Goga Bitadze,PHI,Under 8.5 Points,-115,Hit in 6 of his last 6 games vs PHI,100%,False,9.0
Jalen Suggs,PHI,Under 3.5 Rebounds,-113,Hit in 6 of his last 6 games,100%,True,1.0
Jalen Suggs,PHI,Over 15.5 Points,-108,Hit in 5 of his last 5 games vs PHI,100%,True,30.0
Guerschon Yabusele,ORL,Over 7.5 REB+AST,-142,Hit in 4 of his last 4 games,100%,False,7.0
Guerschon Yabusele,ORL,Over 6.5 Rebounds,116,Hit in 4 of his last 4 games,100%,False,3.0
Tyrese Maxey,ORL,Over 8.5 REB+AST,-120,Hit in 4 of his last 4 games,100%,False,4.0
Guerschon Yabusele,ORL,Over 1.5 Assists,-160,Hit in 3 of his last 4 games,75%,True,4.0
Tyrese Maxey,ORL,Over 1.5 Steals,118,Hit in 6 of his last 6 games,100%,True,3.0
Tyrese Maxey,ORL,Over 1.5 Steals,118,Hit in 6 of his last 6 home games,100%,True,3.0
Anthony Black,PHI,Under 0.5 Steals,-115,Hit in 5 of his last 5 games,100%,False,1.0
Goga Bitadze,PHI,Under 10.5 PTS+AST,-117,Hit in 6 of his last 6 games vs PHI,100%,False,11.0
Goga Bitadze,PHI,Under 15.5 PTS+REB,-104,Hit in 6 of his last 6 games vs PHI,100%,True,13.0
Goga Bitadze,PHI,Under 8.5 REB+AST,-109,Hit in 6 of his last 6 games vs PHI,100%,True,6.0
Jalen Suggs,PHI,Under 19.5 PTS+REB,-120,Hit in 4 of his last 4 games,100%,False,31.0
Tyrese Maxey,ORL,Over 1.5 STL+BLK,-120,Hit in 6 of his last 6 games,100%,True,3.0
